,date,total_cases,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_100k,row_number,Mexico,Brazil,Ukraine,India,United States,Panama,Hungary,Pakistan,Israel,Bulgaria,Spain,Italy,France,Germany,UK,Turkey,Iran,Russia,Belgium,Canada,Korea,Australia,Norway,Nigeria,United Arab Emirates
3241,2020-02-16,8,0.0,0.0,0.0,0.0,0.0,0.0,2.78,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,0.0,2.5,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14160,2020-02-16,0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,206139587.0,209.588,18.1,2.7510000000000003,1.4469999999999998,5338.454000000001,0.0,181.013,2.42,0.6,10.8,41.949,0.0,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1510,2020-02-17,1,0.0,0.0,0.0,0.0,0.0,0.0,11.11,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,0.0,5.64,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2721,2020-02-17,0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,212559409.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.96099999999998,8.11,10.1,17.9,0.0,2.2,865,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3242,2020-02-17,8,0.0,0.0,0.0,0.0,0.0,0.0,2.78,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,0.0,2.5,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9278,2020-02-17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,0.0,1.5,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16447,2020-02-17,2,0.0,0.0,0.0,0.0,0.0,0.0,8.33,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,0.0,8.05,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8976,2020-02-17,3,0.0,0.0,0.0,0.0,0.0,0.0,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,869,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12718,2020-02-17,0,1523.0,28.0,0.012,0.0,30.0,0.0,0.0,128932753.0,66.444,29.3,6.857,4.321000000000001,17336.468999999997,2.5,152.783,13.06,6.9,21.4,87.84700000000001,1.38,870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19479,2020-02-17,15,0.0,0.0,0.0,0.0,0.0,0.0,5.56,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,0.0,2.77,871,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14161,2020-02-17,0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,206139587.0,209.588,18.1,2.7510000000000003,1.4469999999999998,5338.454000000001,0.0,181.013,2.42,0.6,10.8,41.949,0.0,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6615,2020-02-17,12,0.0,0.0,0.0,0.0,0.0,0.0,13.89,65273512.0,122.57799999999999,42.0,19.718,13.079,38605.671,0.0,86.06,4.77,30.1,35.6,0.0,5.98,873,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5953,2020-02-17,2,0.0,0.0,0.0,0.0,0.0,0.0,11.11,46754783.0,93.105,45.5,19.436,13.799000000000001,34272.36,1.0,99.40299999999999,7.17,27.4,31.4,0.0,2.97,874,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,2020-02-17,15,0.0,0.0,0.0,0.0,0.0,0.0,19.44,25499881.0,3.202,37.9,15.504000000000001,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,0.0,3.84,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9732,2020-02-17,0,0.0,0.0,0.0,0.0,0.0,0.0,19.44,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,0.0,2.99,876,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14527,2020-02-17,0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,5421242.0,14.462,39.7,16.820999999999998,10.812999999999999,64800.057,0.2,114.316,5.31,19.6,20.7,0.0,3.6,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4817,2020-02-17,15,0.0,0.0,0.0,0.0,0.0,0.0,11.11,83783945.0,237.016,46.6,21.453000000000003,15.957,45229.245,0.0,156.139,8.31,28.2,33.1,0.0,8.0,878,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
555,2020-02-17,9,0.0,0.0,0.0,0.0,0.0,0.0,2.78,9890400.0,112.44200000000001,34.0,1.1440000000000001,0.526,67293.483,0.0,317.84,17.26,1.2,37.4,0.0,1.2,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9884,2020-02-17,3,0.0,0.0,0.0,0.0,0.0,0.0,19.44,60461828.0,205.859,47.9,23.021,16.24,35220.084,2.0,113.15100000000001,4.78,19.8,27.8,0.0,3.18,880,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15127,2020-02-17,0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,220892331.0,255.57299999999998,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,0.6,881,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9885,2020-02-18,3,0.0,0.0,0.0,0.0,0.0,0.0,19.44,60461828.0,205.859,47.9,23.021,16.24,35220.084,2.0,113.15100000000001,4.78,19.8,27.8,0.0,3.18,882,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19480,2020-02-18,15,0.0,0.0,0.0,0.0,0.0,0.0,5.56,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,0.0,2.77,883,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14528,2020-02-18,0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,5421242.0,14.462,39.7,16.820999999999998,10.812999999999999,64800.057,0.2,114.316,5.31,19.6,20.7,0.0,3.6,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5954,2020-02-18,2,0.0,0.0,0.0,0.0,0.0,0.0,11.11,46754783.0,93.105,45.5,19.436,13.799000000000001,34272.36,1.0,99.40299999999999,7.17,27.4,31.4,0.0,2.97,885,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9733,2020-02-18,0,0.0,0.0,0.0,0.0,0.0,0.0,19.44,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,0.0,2.99,886,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,2020-02-18,15,0.0,0.0,0.0,0.0,0.0,0.0,19.44,25499881.0,3.202,37.9,15.504000000000001,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,0.0,3.84,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2722,2020-02-18,0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,212559409.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.96099999999998,8.11,10.1,17.9,0.0,2.2,888,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3243,2020-02-18,8,0.0,0.0,0.0,0.0,0.0,0.0,2.78,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,0.0,2.5,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14162,2020-02-18,0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,206139587.0,209.588,18.1,2.7510000000000003,1.4469999999999998,5338.454000000001,0.0,181.013,2.42,0.6,10.8,41.949,0.0,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16448,2020-02-18,2,0.0,0.0,0.0,0.0,0.0,0.0,8.33,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,0.0,8.05,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8977,2020-02-18,3,0.0,0.0,0.0,0.0,0.0,0.0,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,892,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15128,2020-02-18,0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,220892331.0,255.57299999999998,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,0.6,893,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4818,2020-02-18,15,0.0,0.0,0.0,0.0,0.0,0.0,11.11,83783945.0,237.016,46.6,21.453000000000003,15.957,45229.245,0.0,156.139,8.31,28.2,33.1,0.0,8.0,894,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
556,2020-02-18,9,0.0,0.0,0.0,0.0,0.0,0.0,2.78,9890400.0,112.44200000000001,34.0,1.1440000000000001,0.526,67293.483,0.0,317.84,17.26,1.2,37.4,0.0,1.2,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6616,2020-02-18,12,0.0,0.0,0.0,0.0,0.0,0.0,13.89,65273512.0,122.57799999999999,42.0,19.718,13.079,38605.671,0.0,86.06,4.77,30.1,35.6,0.0,5.98,896,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12719,2020-02-18,0,1553.0,30.0,0.012,0.0,27.0,0.0,0.0,128932753.0,66.444,29.3,6.857,4.321000000000001,17336.468999999997,2.5,152.783,13.06,6.9,21.4,87.84700000000001,1.38,897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,2020-02-18,1,0.0,0.0,0.0,0.0,0.0,0.0,11.11,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,0.0,5.64,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9279,2020-02-18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,0.0,1.5,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6617,2020-02-19,12,0.0,0.0,0.0,0.0,0.0,0.0,13.89,65273512.0,122.57799999999999,42.0,19.718,13.079,38605.671,0.0,86.06,4.77,30.1,35.6,0.0,5.98,900,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9734,2020-02-19,0,0.0,0.0,0.0,0.0,0.0,0.0,19.44,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,0.0,2.99,901,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9886,2020-02-19,3,0.0,0.0,0.0,0.0,0.0,0.0,19.44,60461828.0,205.859,47.9,23.021,16.24,35220.084,2.0,113.15100000000001,4.78,19.8,27.8,0.0,3.18,902,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5955,2020-02-19,2,0.0,0.0,0.0,0.0,0.0,0.0,11.11,46754783.0,93.105,45.5,19.436,13.799000000000001,34272.36,1.0,99.40299999999999,7.17,27.4,31.4,0.0,2.97,903,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,2020-02-19,15,0.0,0.0,0.0,0.0,0.0,0.0,19.44,25499881.0,3.202,37.9,15.504000000000001,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,0.0,3.84,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
557,2020-02-19,9,0.0,0.0,0.0,0.0,0.0,0.0,2.78,9890400.0,112.44200000000001,34.0,1.1440000000000001,0.526,67293.483,0.0,317.84,17.26,1.2,37.4,0.0,1.2,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16449,2020-02-19,2,0.0,0.0,0.0,0.0,0.0,0.0,8.33,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,0.0,8.05,906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4819,2020-02-19,15,0.0,0.0,0.0,0.0,0.0,0.0,11.11,83783945.0,237.016,46.6,21.453000000000003,15.957,45229.245,0.0,156.139,8.31,28.2,33.1,0.0,8.0,907,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8978,2020-02-19,3,0.0,0.0,0.0,0.0,0.0,0.0,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,908,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15129,2020-02-19,0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,220892331.0,255.57299999999998,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,0.6,909,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14529,2020-02-19,0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,5421242.0,14.462,39.7,16.820999999999998,10.812999999999999,64800.057,0.2,114.316,5.31,19.6,20.7,0.0,3.6,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2723,2020-02-19,0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,212559409.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.96099999999998,8.11,10.1,17.9,0.0,2.2,911,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14163,2020-02-19,0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,206139587.0,209.588,18.1,2.7510000000000003,1.4469999999999998,5338.454000000001,0.0,181.013,2.42,0.6,10.8,41.949,0.0,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3244,2020-02-19,8,0.0,0.0,0.0,0.0,0.0,0.0,2.78,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,0.0,2.5,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19481,2020-02-19,15,0.0,0.0,0.0,0.0,0.0,0.0,5.56,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,0.0,2.77,914,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12720,2020-02-19,0,1583.0,30.0,0.012,0.0,26.0,0.0,0.0,128932753.0,66.444,29.3,6.857,4.321000000000001,17336.468999999997,2.5,152.783,13.06,6.9,21.4,87.84700000000001,1.38,915,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,2020-02-19,1,0.0,0.0,0.0,0.0,0.0,0.0,11.11,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,0.0,5.64,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9280,2020-02-19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,0.0,1.5,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19482,2020-02-20,15,0.0,0.0,0.0,0.0,0.0,0.0,5.56,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,0.0,2.77,918,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16450,2020-02-20,2,0.0,0.0,0.0,0.0,0.0,0.0,8.33,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,0.0,8.05,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12721,2020-02-20,0,1606.0,23.0,0.012,0.0,24.0,0.0,0.0,128932753.0,66.444,29.3,6.857,4.321000000000001,17336.468999999997,2.5,152.783,13.06,6.9,21.4,87.84700000000001,1.38,920,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15130,2020-02-20,0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,220892331.0,255.57299999999998,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,0.6,921,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5956,2020-02-20,2,0.0,0.0,0.0,0.0,0.0,0.0,11.11,46754783.0,93.105,45.5,19.436,13.799000000000001,34272.36,1.0,99.40299999999999,7.17,27.4,31.4,0.0,2.97,922,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,2020-02-20,1,0.0,0.0,0.0,0.0,0.0,0.0,11.11,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,0.0,5.64,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14164,2020-02-20,0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,206139587.0,209.588,18.1,2.7510000000000003,1.4469999999999998,5338.454000000001,0.0,181.013,2.42,0.6,10.8,41.949,0.0,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2724,2020-02-20,0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,212559409.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.96099999999998,8.11,10.1,17.9,0.0,2.2,925,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8979,2020-02-20,3,0.0,0.0,0.0,0.0,0.0,0.0,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,926,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6618,2020-02-20,12,0.0,0.0,0.0,0.0,0.0,0.0,13.89,65273512.0,122.57799999999999,42.0,19.718,13.079,38605.671,0.0,86.06,4.77,30.1,35.6,0.0,5.98,927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
558,2020-02-20,9,0.0,0.0,0.0,0.0,0.0,0.0,2.78,9890400.0,112.44200000000001,34.0,1.1440000000000001,0.526,67293.483,0.0,317.84,17.26,1.2,37.4,0.0,1.2,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9281,2020-02-20,2,0.0,0.0,0.0,0.0,0.0,0.0,2.78,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,0.0,1.5,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3245,2020-02-20,8,0.0,0.0,0.0,0.0,0.0,0.0,2.78,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,0.0,2.5,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1004,2020-02-20,15,0.0,0.0,0.0,0.0,0.0,0.0,19.44,25499881.0,3.202,37.9,15.504000000000001,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,0.0,3.84,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4820,2020-02-20,15,0.0,0.0,0.0,0.0,0.0,0.0,11.11,83783945.0,237.016,46.6,21.453000000000003,15.957,45229.245,0.0,156.139,8.31,28.2,33.1,0.0,8.0,932,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9735,2020-02-20,0,0.0,0.0,0.0,0.0,0.0,0.0,19.44,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,0.0,2.99,933,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9887,2020-02-20,3,0.0,0.0,0.0,0.0,0.0,0.0,19.44,60461828.0,205.859,47.9,23.021,16.24,35220.084,2.0,113.15100000000001,4.78,19.8,27.8,0.0,3.18,934,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14530,2020-02-20,0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,5421242.0,14.462,39.7,16.820999999999998,10.812999999999999,64800.057,0.2,114.316,5.31,19.6,20.7,0.0,3.6,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5957,2020-02-21,2,0.0,0.0,0.0,0.0,0.0,0.0,11.11,46754783.0,93.105,45.5,19.436,13.799000000000001,34272.36,1.0,99.40299999999999,7.17,27.4,31.4,0.0,2.97,936,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3246,2020-02-21,9,0.0,0.0,0.0,0.0,0.0,0.0,2.78,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,0.0,2.5,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9736,2020-02-21,0,472.0,0.0,0.055,0.0,0.0,0.0,19.44,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,0.0,2.99,938,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14165,2020-02-21,0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,206139587.0,209.588,18.1,2.7510000000000003,1.4469999999999998,5338.454000000001,0.0,181.013,2.42,0.6,10.8,41.949,0.0,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1514,2020-02-21,1,0.0,0.0,0.0,0.0,0.0,0.0,11.11,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,0.0,5.64,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9282,2020-02-21,5,0.0,0.0,0.0,0.0,0.0,0.0,2.78,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,0.0,1.5,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16451,2020-02-21,2,0.0,0.0,0.0,0.0,0.0,0.0,8.33,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,0.0,8.05,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1005,2020-02-21,17,0.0,0.0,0.0,0.0,0.0,0.0,19.44,25499881.0,3.202,37.9,15.504000000000001,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,0.0,3.84,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12722,2020-02-21,0,1632.0,26.0,0.013000000000000001,0.0,23.0,0.0,0.0,128932753.0,66.444,29.3,6.857,4.321000000000001,17336.468999999997,2.5,152.783,13.06,6.9,21.4,87.84700000000001,1.38,944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14531,2020-02-21,0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,5421242.0,14.462,39.7,16.820999999999998,10.812999999999999,64800.057,0.2,114.316,5.31,19.6,20.7,0.0,3.6,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4821,2020-02-21,15,0.0,0.0,0.0,0.0,0.0,0.0,11.11,83783945.0,237.016,46.6,21.453000000000003,15.957,45229.245,0.0,156.139,8.31,28.2,33.1,0.0,8.0,946,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6619,2020-02-21,12,0.0,0.0,0.0,0.0,0.0,0.0,13.89,65273512.0,122.57799999999999,42.0,19.718,13.079,38605.671,0.0,86.06,4.77,30.1,35.6,0.0,5.98,947,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15131,2020-02-21,0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,220892331.0,255.57299999999998,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,0.6,948,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9888,2020-02-21,3,0.0,0.0,0.0,0.0,0.0,0.0,27.78,60461828.0,205.859,47.9,23.021,16.24,35220.084,2.0,113.15100000000001,4.78,19.8,27.8,0.0,3.18,949,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2725,2020-02-21,0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,212559409.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.96099999999998,8.11,10.1,17.9,0.0,2.2,950,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
